business,users
Hokaido Sushi,143
Mastrioni's,76
Maciano's Pizza & Pastaria,28
Glazier's Food Marketplace,187
Greenland Supermarket,222
Party City,133
PT's,681
Farmer Boys,384
Aloha Pet Grooming,9
Rambo's Kitchen,124
DW Bistro,360
Soyo Korean Barstaurant,400
Sweet Tomatoes,748
Yard House,1705
Tropical Smoothie Cafe,1313
Miller's Ale House - Las Vegas,284
Angelina's Pizzeria,72
"Roy's Liquor, Wine & Cigars",1
Buzz BBQ,91
Due Forni,132
Brio Tuscan Grille,868
Five Guys,1468
Findlay North Volkswagen,19
The Boiling Crab,457
Mashisoyo,58
Juan's Flaming Fajitas & Cantina,301
A2Z Smoke Shop,4
Mr. ChopStix,37
Smith's,412
Sushi Kim Restaurant,19
Elwood's Pub,2
Caesars Palace Las Vegas Hotel & Casino,659
Total Wine & More,580
The Rail,79
Marilyn's Cafe,183
Tootie's Famous Italian Beef,11
Stella's Restaurant,8
Denny's,1265
Hoffstot's Cafe Monaco,9
Leena's Food,12
Redfin Blues,18
Modern Nails,43
Elena Restaurant & Cafe,3
Eazer's Restaurant & Deli,1
London Styling Shoppe & Spa,1
Pugliano's Italian Grill,7
Villa Ballanca,6
Around Back Cafe,4
La Nova Pizzeria,2
Osteria Pasqualino,5
King's Family Restaurants,7
Donut Connection,3
Admirals Club,94
Crouse's Family Diner,9
Ritters Diner,51
Ali Baba,24
Chinatown Inn,22
Lucca,9
Sree's Foods,7
Royal Caribbean,5
Abay Ethiopian Cuisine,11
Union Pig & Chicken,60
Pittsburgh Thai by Boris,4
Maiku Sushi,29
380 Auction Discount Warehouse,2
Dave & Buster's,350
Bar Louie,249
Duquesne Incline,49
Natural Choice,2
Bootleggers,3
Papa John's Pizza,290
Orient Kitchen,7
Antoon's Pizza,3
Mantsch Blue Bonnet Bakery,2
Kaya,110
Brillobox,34
Monongahela Incline,24
Eastside Cannery,94
Red Oak Cafe,24
Walmart Supercenter,1774
REI,197
Big Lots - Munhall,2
JCPenney,179
West End - Elliott Overlook,2
Mario's East Side Saloon,17
Pittsburgh Center for Creative Reuse,5
YinzBurgh BBQ,12
Sushi Fuku,28
Everyday Noodles,82
ALDI,36
Social,51
Oakland Bakery and Market,1
Dollar General,15
Gamestop,108
Tipsy Cow,9
Mixtape,3
Stack'd Burgers & Beer - Oakland,13
Piada Italian Street Food,82
Crunch,6
Urban Tap,8
Arby's,315
City Works - Pittsburgh,5
Ross Dress for Less,339
Zen's Noodle House,14
Uno Pizzeria & Grill,30
Petland,36
MCN Salon,7
Church Brew Works,133
National Aviary,31
Stanford Home Center,1
Silk Elephant,20
Point State Park,23
St Vincent De Paul Thrift Store,3
Thriftique,2
Café Phipps,16
Diamond Market Bar & Grill,25
Goodwill Computerworks,1
Redbeard's On Sixth,21
Cinemark,20
Eighty Acres Kitchen & Bar,10
Sundance Vacations,2
Auto Bathouse,4
Panda Express,834
Mogie's Restaurant & Irish Pub,2
True Image Tattoo,1
Riviera PIzza & Pasta,1
Kafa Buna Cafe and Shop,5
Mallorca Restaurant,18
Johnny's Drive In,1
Jersey Mike's Submarines & Salads,2
The Franklin Inn,15
Lobello's Restaurant,5
Fratangelo Gardens,3
Mullaneys Harp and Fiddle,10
Taj Mahal,83
Don Pablo's,12
Police Station Pizza,12
Owl Cleaners,3
Pittsburgh Barbecue Company,14
Island Bean Company,11
My Big Fat Greek Gyro,21
Cenci's Pizzeria & Bar-Wexford,8
Majors Mobile Detailing,1
Dive Bar & Grille,15
Sichuan Gourmet,65
Bonnie & Clyde's,9
Oxford Athletic Club,2
Pizza Italia,14
Thai Cuisine,73
Little Tokyo,33
Big Jim's Restaurant & Bar,23
Houlihan's Restaurant & Bar,16
Giovanni's Pizza & Pasta,31
Sausalido,9
Molly's Pizza,8
Gold's Gym,446
Nexus Real Estate,4
Edgar Tacos Stand,17
Jimmy John's,1092
Taal Indian Cuisine,8
Groceria Italiana,9
Cioppino Restaurant & Cigar Bar,26
J & L Grill Company,9
Patrick's Pub and Grille,18
Pep Boys,164
Settlers Cabin Park,5
Forgotten Taste Pierogies,13
DeLuca's Diner,16
Bruster's Old-Fashioned Ice Cream and Yogurt,4
Papaya Thai Cuisine & Sushi Bar,17
Industry Public House,82
Nottingham Inn Kitchen & Creamery,9
Wexford Post Office Deli,6
Bagel Factory,23
Melange,8
Sidelines Bar & Grill,38
Angelias Italian Grille,6
Ginza,15
Half Price Books,67
J & A South park,2
Carnegie Free Library,4
Heidelberg B P,2
Pittsburgh Improv Comedy Club,15
Old Navy,143
Motel 6,64
Quiet Storm Vegetarian & Vegan Cafe,29
East End Food Co-Op,43
The Priory Hotel,5
Supercuts,271
Dunning's Grill,7
Greentree Hardware,2
Three Rivers Regatta,2
Parkway Center Mall,2
Einstein Bros Bagels,806
WDVE 102.5 FM,1
Sunseri Jimmy & Nino,8
Pittsburgh Post-Gazette,2
Andy's Sushi Bar,16
Smithfield News,8
Max & Erma's Restaurants,5
Pennsylvania Macaroni Co,26
Original Oyster House,31
The Lemon Grass Cafe,5
Angelo's Pizzeria,12
Point Appliance Service,1
Wheel the Bar & Lounge,1
Sears Outlet,39
Hey Andy Sportsbar & Lounge,1
Trader Jack's Flea Market,2
The Pretzel Shop,18
Nadine's,16
The Zenith,19
Dave's Music Mine,2
Smokey Bones Bar & Fire Grill,44
J & J's Family Restaurant & Catering,5
Grandview Saloon,26
La Tavola Italiana,10
Golden Palace Chinese Restaurant,2
Cardillo Rich Electric,1
Eiseltown Flowers & Gifts,1
Gullifty's Restaurant,6
Matrix,1
Common Plea Restaurant,2
Just Ducky Tours,15
Hometowne Sports,2
Joe's Crab Shack,286
Shamrock Inn,1
North Shore Riverfront Park,6
Humane Animal Rescue,29
Gateway Clipper Fleet,26
Sunglass Hut International,3
Ref's,5
Toys R Us,162
Shop'n Save of Canonsburg,3
Sam's Pizza Shop,5
The Andy Warhol Museum,40
Mattress Factory Art Museum,19
Sur La Table,79
Smokin' Joe's,25
Joseph-Beth Booksellers,8
Station Square,18
DoubleTree by Hilton Hotel & Suites Pittsburgh Downtown,14
Palomino,4
Pittsburgh Hilton,2
The Waterfront,84
Primanti Brothers at PNC Park,6
Zen Social Club,2
Mattress Factory Café,3
Pittsburgh Bottleshop Cafe,9
Monterey Pub,17
Red Hot & Blue,6
Forbes Field Outfield Wall,4
LongHorn Steakhouse,291
Fuddruckers,256
Spa Jema,1
Fine Wine & Good Spirits,7
Le Mont,13
Grand Brew,6
Big Lots - Bridgeville,1
Shanthi Supermarket,1
Eggs-R-Us,14
Café Cravings,11
Pittsburgh Popcorn,5
Bakery Square,25
Packs & Dogs,13
West Marine,6
Big Mama's House of Southern Cuisine,2
Rivertowne,36
McFadden's Saloon,19
Trib Total Media Amphitheatre,2
PapaGallo Cucina,5
Phantom of the Attic,5
Dasonii Korean Bistro,16
Loving Hut,77
Pittsburgh Burger Company,4
Drum Bar,9
Fort Pitt Tunnel,11
Friendship Park,19
Dormont Pool,4
Southside Riverfront Park,6
Carini's Homemade Ice Cream & Gelato,4
Olympia Park,3
Points of View,2
Smithfield Street Bridge,2
Taste Buds,6
Copper Kettle Brewing Company,1
99 Bottles,9
Bottom Dollar Food,9
Bottom Dollar Foods,2
Monongahela River,1
Banksville Plaza,1
Collier Town Square,1
GetGo Gas Station,7
Johnny's Diner,5
WESA,1
American Natural,1
Auto Image,1
Hyatt House Charlotte Center City,8
Micro Diner,27
Roboworld,2
Miniature Railroad & Village,2
Fort Pitt Blockhouse,1
Coach's Bottleshop & Grille,5
Highmark Stadium,5
Case Handlers,1
Point State Park Fountain,5
Hall Of Cards,3
The Fresh Market,63
U.S. Steel Tower,9
Peet's Coffee & Tea,50
Beers of the Burgh at PNC Park,1
Rubber Duck,3
Inspired Vitality Personal Training,1
Ten Penny,39
Gus' Cafe,14
Carnegie Library - Mount Washington Branch,3
Hard Rock Cafe,422
Grand China Buffet & Grill,1
Spoonwood Brewing,17
Gateway Clipper Cafe,1
Get Go,12
Slice On Broadway,9
Peace Love and Little Donuts,15
Woody's Piazza Bar,1
Crate,4
Southern Tier Brewing,12
Miyako Japanese Steak & Seafood,2
Sesame Inn,29
Ibiza Tapas & Wine Bar,20
Greg Jockel Hair Concepts,1
Park Pizza & Cream,7
Lotus Food,16
Great Wall,9
Conrad's Tire Express & Total Car Care,16
Crate & Barrel,22
Caffe Mona La Bistro,36
Duckworth's Grill & Taphouse,256
Auto Service Mall,1
Kaelin Farm Market,3
The Smokehouse Bar & Grill,3
Grille 565,5
Bronze Hood Lounge,3
Moio's Italian Pastry Shop,13
Minutello's Restaurant & Lounge,2
Pittsburgh Steelers,8
Pittsburgh Pirates,8
Monte Cello's Downtown,3
Pittsburgh City Paper,1
F. Tambellini Ristorante,2
Zorba's Gyros,5
Renaissance Pittsburgh Hotel,19
Burlington Coat Factory,65
Soba,33
Prantl's Bakery,22
Doc's Place,7
Sunnyledge Boutique Hotel,1
The Tuscan Inn,7
Mighty Oak Barrel,2
UPMC Mercy South Side Outpatient Center,4
University of Pittsburgh,9
Khalil's,3
Cc's Cafe,4
New Dumpling And Sushi House,1
Allegro Hearth Bakery,9
Aiello's Pizza,30
La Cucina Flegrea Regional Italian Cuisine,1
Gandy Dancer Saloon,5
Buca di Beppo Italian Restaurant,106
Mellon Arena,7
Peppi's,36
Me Lyng Restaurant,7
Pittsburgh Penguins,4
MovieScoop Waterworks Cinemas,8
The Block Northway,3
Fox & Hound English Pub & Grille,14
VCA Northview Animal Hospital Specialty Referral Center,4
Chili's,1010
Northway Car Wash,1
Aldo Shoes,16
Recipes Remembered,1
Club Julian 24 Hour Fitness,2
Banana Republic,102
Northway Shoe and Repair,4
Sears Auto Center,57
Jared Galleria of Jewelry,10
Rave Movie Pictures,3
Beer Emporium,32
Six Penn Kitchen,36
SpringHill Suites Marriott,4
Finnigan's Wake,4
Eleven,62
Smallman Street Deli,21
Sephora,302
Thai Place,31
Kassab's,16
Legume,35
Del's Bar and Ristorante DelPizzo,20
Victoria's Secret,185
DiPietro's,6
Cinemagic Squirrel Hill Theatre,1
Fox and Hound,46
Baierl Fitness Center - Petersen Events Center,2
SouthSide Works Cinema,21
Tandoor Indian Grill,1
BRAVO! Cucina Italiana,46
Blue,5
Terrace Room,10
Caffe Davio,6
Godiva Chocaltier,3
Stagioni,15
Fuji Sushi & Grill,15
Macy's Furniture Gallery,2
Beverly Hills Nails & Spa,3
Baierl Family YMCA,4
Children's Hospital of Pittsburgh of UPMC,15
Forever 21,184
China Palace of Wexford,4
North Shore Trail,4
China Palace,64
North Hills Toyota,4
Mercurio's,44
Petersen Events Center,12
Damon's Grill & Sports Bar,5
Aji Picante,3
Womancare Center - Magee,4
Gennaro's Pizza & Pub,13
Game Masters,2
Roma Italian Restaurant and Pizzeria,5
Billy's Roadhouse,4
Izzazu Salon,10
Fort Pitt Candy Co,2
Mahoney's Restaurant,5
Silky's Pub,12
Heinen's Grocery Store,93
Tiki Lounge,10
Mandarin Gourmet,2
Sunoco Mini Market,2
Lucky's Café,121
Great Lakes Brewing Company,120
Shooters On The Water,24
Lola,99
Momocho,91
Mexico City,7
Cafe Euro,2
The South Side,73
Jerome Bettis' Grille 36,37
Cafe On The Strip,7
Wine Bar Rocky River,22
Fat Heads Brewery and Saloon,135
The Greenhouse Tavern,106
Ditka's,22
The Wine Loft,35
B Spot,200
QDOBA Mexican Eats,219
Cropicana,9
Sweetlix,4
Deagan's Kitchen & Bar,82
Danny Boy's- Chesterland,11
Romp n' Roll,2
Alchemy N' Ale,8
Eikon,4
Tree Huggers Cafe,40
Taste of Dahntahn,6
Vicky's Mexican Restaurant,3
Emilia Romagna,4
Ziggy's Tavern,3
Butterjoint,23
Porco Lounge and Tiki Room,46
Maggie's Farm Rum,10
Bistro 9101,5
South Side BBQ Company Truck,10
Dreadnought Wines,3
Hidden Harbor,10
Alco Parking - West General Robinson Street Garage,1
Rose Tea Cafe,69
Chaya Japanese Cuisine,20
Sushi Tomo,25
Razzy Fresh,35
Ichiban Steakhouse & Sushi Bar,6
hhgregg,3
Firefly Car Rental,15
Hyde Park Prime Steakhouse,48
Outside Inspirations!,1
Simpatico Espresso,13
Wexford Ace Hardware,2
North Star Chevrolet,1
Bar Symon,44
Yogli Mogli,6
L.L.Bean,1
Proper Brick Oven & Tap Room,45
Shults Ford Lincoln,2
Wexford Ale House,16
Value City Furniture,10
Bobby Rahal Motorcar Company,2
Kmart,158
Ethel M Chocolates,25
Schwartz's,221
Mamie Clafoutis,74
Bella Christie and Lil' Z's Sweet Boutique,6
Skyline Nails & Spa,5
Latitude 360,23
Skybar Pittsburgh,2
Scoops in Bloomfield,11
Mccandless Crossing,1
Wexford Health + Wellness Pavilion,1
Emporio: A Meatball Joint,16
Graeter's Ice Cream,1
Trader Horn,1
Herb Scott's Automotive,1
Wexford General Store Antiques,3
Pittsburgh International Children's Festival,3
Pittsburgh CLO,8
"The Westin Convention Center, Pittsburgh",1
Tram's Kitchen,40
Girasole Restaurant,31
La Feria,9
Vca Duncan Manor Animal Hospital,1
Goodwill of Southwestern Pennsylvania,13
Leonard Labriola's Foods,1
Religious Society of Friends,1
Groceria Merante,7
Schorr Bakery,6
Betsy Ann Chocolates,2
Scholl's Bicycle Center,1
BoRics Hair Care,6
Mamma Lucia's Pizza,2
T & M Hardware,3
Pier 1 Imports,60
Bp Oil Company,2
Community Thrift Center,6
Gap,59
The UPS Store,402
North Hills Goodwill Store,4
Kniess'miniature Golf,3
Thai Me Up,26
"Flagstaff Hill, Schenley Park",1
Eat Unique,25
Wild Card,6
Tyma'z Mediteranean & Middle Eastern House,4
Schenley Park Cafe,7
Stein Mart,39
Make A Cake,3
The Cozy Cafe,4
Dandelions,2
Chuck E Cheese's,59
Qdoba Mexican Grill,94
MedExpress Urgent Care,9
Grazie Restaurant & Event Center,1
Istanbul,1
Mandy's Pizza,11
Panther Hollow Lake,3
Kirkland's,36
Snow Lion Imports,3
Dominic's,3
The Art of Shaving,55
Five Below,14
Coffee Buddha,30
Happy Berry Frozen Yogurt,3
"Little House, Big Art",1
The Vitamin Shoppe,61
Giant Eagle Supermarket,16
Yuva India Kitchen + Bar,20
Biddle's Escape,30
The Diamond Pizza,2
A & M Family Tires,1
Marty's Market,27
Handmade Arcade,3
Hobby Lobby,194
Fun Slides Carpet Skatepark and Party Center,1
Vip Nails,8
Lucky Chinese Restaurant,21
Twisters Soft Serve Ice Cream,5
Radisson Hotel Pittsburgh Green Tree,6
Frankie's Extra Long,9
Joezeppi's Frozen Treats and Homemade Ice Cream,4
Lotus Garden,2
South Side Farmers Market,2
Eide's Entertainment,5
Stoke's Grill,15
The Flame BBQ,3
Niko's Coffee House,6
Station Street Hot Dogs,22
Lush Cosmetics,11
Thirsty's Bar & Grill,3
31st Street Pub,2
Fazio's Pizza,7
Local Bar + Kitchen,32
Stray Dog Yoga,1
Carmi Family Restaurant,40
Pure Barre - Pittsburgh Shadyside,3
El Burro,33
Butcher and the Rye,57
Wexford Expert Shoe & Leather Repair,2
AJ's Inca Peruvian Restaurant,3
Bombay Gyro's and Lunch Box,7
King's Family Restaurant,3
At Home,40
Salem Halal Meats & Groceries,3
Peter's Pub,7
Green Forest Churrascaria,18
Hallmark Cleaners,1
Charming Charlie - Pittsburgh,1
Quaker Steak & Lube,162
The Potato Patch,8
Precision Endodotics - North Hills,2
Pamela's,19
Tina Nails,3
Rol San,85
Korean Village Restaurant,33
Fresco's Fish & Chips,56
Tim Hortons,528
Sansotei Ramen,180
Banh Mi Boys,195
Under The Table Restaurant,36
Cacao 70,75
Balzac's Coffee,5
Nine Stories,2
Lee Chen Asian Bistro,24
Wildly Delicious at the Distillery,1
Pablo Cheesetart Canada,21
Trolley Stop Inn,6
Barnes & Noble Booksellers,217
Sunoco A Plus,3
Mullin's Diner,4
Carnegie Museums of Pittsburgh,8
Children's Museum of Pittsburgh,21
West Liberty Animal Hospital,2
Sushi Three,2
PICT Pittsburgh's Classic Theatre,3
Nicholas Coffee,12
Wood Street Galleries,4
Pizza Parma,22
Nico's Recovery Room,6
The Getaway Cafe,9
Party Cake Shop,5
Coyle Auto Body,1
"Gurtner Stephen M, DMD",1
Cvs Pharmacy,281
Uptown Coffee,13
Phantom of the Attic - Oakland,3
Joe Mama's Italian Deluxe,10
Penn Brewery,43
Fort Pitt Museum,4
Playhouse Square,41
The Cleveland Museum of Art,54
Agora Theatre & Ballroom,6
Sun Penang,13
Tonic Bar & Grill,28
Oishii Bento,34
ToonSeum,6
The Big Idea Bookstore and Cafe,5
Carnegie Museum of Art,11
Venture Outdoors,2
South Hills Honda Service,4
South Hills Honda,1
Luma Restaurant,15
Salon Beleza,5
Hot Topic,51
Crazy Mocha Coffee,25
Wild Rosemary,4
Sushi & Rolls,6
Cafe At the Lofts,8
Heinz Hall For the Performing Arts,21
Francesca's Collections,35
Bistro To Go,10
Fairmont Pittsburgh,10
Bistro Penn,52
Conflict Kitchen,27
The Blue Door Cafe & Bakery,65
Tavern 245,12
FanExpo,4
Savoy,30
The BeerHive,23
Alma Pan-Latin Kitchen,11
Highway Robbery Vintage,3
Red Tea House,12
Katana,20
Bluebird Kitchen,33
Clothes Minded,3
City Cafe,14
Lola Bistro,6
BRGR Truck,4
Bier's Pub,45
Franktuary,64
Arcade Comedy Theater,14
All India,24
Pittsburgh Vintage Mixer,2
Thai Hana,25
Naya Cuisine,8
Row House Cinema,8
Bierport,9
Cosmic Chaos,1
The Exterminator,1
Aero 360,1
Schenley Plaza,2
Garfield's Nightmare,1
Charming Charlie - Homestead,3
Rickert & Beagle Books,1
Phoenix Theatres Chartiers Valley Stadium 18,1
No. 1 Sushi Sushi,10
Il Tetto:  A Rooftop Beer Garden,4
Apis Meadery & Winery,8
Steel Cactus,54
Painting with a Twist,15
Arancini House,5
Smashburger,1342
The Mac & Gold Truck,3
Paint Monkey,7
South Side Comics,2
Modern Mercantile,2
The Flying Squirrel,3
Bakn,25
Wizard World Comic Con Pittsburgh,1
Gasoline Street Coffee,7
Bakersfield,46
Shab's Mediterranean Food,2
Umai,7
Carnegie park,1
Chevere,2
Pittsburgh Poke,3
The Yard,108
Lockhart Tire,1
Yuriy's Jewelry,1
Tower Auto Sales Inc,1
Autoland Of Pittsburgh,3
Cole's Tavern,1
Eichner's Farm Market,2
Penzeys Spices,13
"720 Music, Clothing and Cafe",1
Fukuda,23
Mama Lucia Pizza,4
Legions Hobbies & Games,2
Marshalls,159
Hooters,486
Rainbow Donut,26
Realeza Michoacana,10
AJ's Fine Foods,205
Luke's of Chicago's,40
Danny's Family Carousel Car Wash,62
Comerica Theater,109
Donley Service Center,1
Romanelli's Italian Deli,41
Defalco's Italian Grocery,269
Lee's Sandwiches,692
Carly's Bistro,107
Wildflower Bread Company,696
Goodyear Self Storage & Rv,1
Boba Tea House,116
Macayo's Mexican Table,196
Super Target,50
White Tank Mountain Regional Park,9
Rubio's,540
MIX 94.1's Bite Of Las Vegas,13
SimonMed Imaging,67
Pittsburgh Winery,9
Arizona Frybread,18
Sushi Station,136
Jimmy G's Burgers,17
Kuma Snow Cream,134
The Refuge Cafe,57
Ollie Vaughn's,39
Clean Machine Car Wash,23
Viva PHX: A Downtown Music Festival,1
Arizona School of Real Estate & Business,13
Portillo's Hot Dogs,345
Community Event @ Monster Mini Golf,2
Squirrel Hill,1
Bomboba,124
The Grand,14
Ginos East Chicago,18
Crystal River Gems,2
Taipei Tokyo,22
Rivertowne Pour House,32
Cafe Milano,14
XpresSpa,10
Dancing Paws Animal Wellness Center,3
Fresh Corner,2
PNC YMCA,6
US Airways Express,1
J & L Country Market,2
Trattoria Roman Gardens,21
Nighttown,47
Hyatt Regency Cleveland,15
Li Wah,60
Marottas,14
Perfect Fit Tailor Shop,2
North Chagrin Nature Center-Cleveland Metroparks,7
Westwood Cleaners,3
Fat Cats,38
Chief's Auto Wash,2
Pizzeria Bianco,374
Prosperity Social Club,36
Bar Cento,58
Tremont Taphouse,120
Dewey's Pizza,52
Park To Shop,10
Saigon Restaurant and Bar,28
Michaelangelo's,5
Battiste & Dupree Cajun Grill,15
Wild Mango Restaurant & Bar,31
Kan Zaman,10
Chocolate Bar,41
Brook Park Laser Wash,2
Cuisine Du Cambodge,28
Fresh Butcher Deli Cafe,5
Georgetown Restaurant,7
Biga Wood Fired Pizzeria,15
Hodge's,44
T Spot,4
Vosh Lakewood,7
Toast,26
The Katz Club Diner,17
Nazca Bar & Grill,13
Zanzibar Soul Fusion,28
RBChome Locksmith,1
Winking Lizard Tavern,246
Music Box Supper Club,13
Auto Locksmith Cleveland Hts,2
Tavern of Independence,1
The Chocolate Moose,9
Mattress World,2
Pittsburgh Symphony Orchestra,1
Auntie Anne's,78
Sunny's Fashions,2
Gymsport Athletic Center,1
Ninth and Penn Garage,3
United Airlines,128
26th Street Market and Cafe,2
Collogio's Grille,3
YUM Frozen Yogurt,2
T-Bone's Marketplace,5
Gillece Plumbing Heating and Cooling,2
La Prima Espresso Co,30
Yetter's Candy,1
"Peace, Love and Little Donuts",1
Rocky's,2
Perfect Pastry,1
Coriander India Grill,22
Carnegie Museum of Natural History,16
Tupelo Honey Teas,1
GreenSinner Floral & Garden,2
Chengdu Gourmet,15
Staghorn Garden Cafe,14
BeanThru,15
Driftwood Oven,2
GreenLight Juice,4
Old Crow Coffeehouse,3
Main Event Entertainment,44
Hair Symmetry,1
Farm to Table Conference,2
T.G.I FRiDAY'S Pittsburgh International Airport,7
Orchard Hill Church,3
Kollinger Auto Body,1
The Chadwick,1
Rothrock's Kung Fu & Tai Chi,2
Vincent's of Green Tree,10
People's Indian Restaurant,7
St Rosalia's Church,2
Kristopher's Place,4
Kazansky's Delicatessen,2
Silk Pagoda Restaurant,3
Zaw's Asian Foods,4
Arefa's Espresso,2
5801 Video Lounge and Café,11
Hough's,45
The Coop,3
Harbor Freight Tools,58
J & L's Double Headers,1
Szmidt's Old World Deli,15
Fresco's Wine Bar & European Cuisine,1
Burger King Restaurant,3
GKG Orthodontic's,1
Bobby's Lounge,4
Jim's Famous Sauce,6
51 Wings and Things,5
Eighth & Hays,10
Campiti's Pizzeria - Bethel Park,4
The Urban Tap,25
Tomato Pie Cafe,6
Rico's Restaurant,2
Seviche,57
Hal's Bar and Grill,17
Sieb's Pub,2
Andys Wine Bar,13
The Cabana Bar,4
Penn Avenue Fish Company,23
Speakeasy,13
Hark's Place,1
LumberjAxes - Axe Throwing Pittsburgh,1
This Magic Moment Bridal Studio,2
The New York Hot Dog Shop,4
Brouepub - Dieu du Ciel!,47
Caliente Pizza & Drafthouse,51
CCAC-Allegheny,3
The Wexford Pub,4
EDWINS Leadership and Restaurant Institute,24
Pediatric & Adult Vision Care,1
Golden Nails Spa,12
Christopher Wren Apartments,2
South Hills Jewelers,1
Allegheny Physical Medicine PC,1
Papa John's,7
Cogo's,9
Potomac Bakery,6
Payless Shoe Source,1
Cain's Saloon,19
Marshalls Department Store,4
Port Authority of Allegheny County,5
St Mary of Mercy Church,2
Cvs/Pharmacy,4
Contemporary Craft,4
Gateway Center Cafeteria,5
Ullrich Shoe Repair,4
First Presbyterian Church of Pittsburgh,2
Nick's Pizza,2
Graham's Bakery,7
Ice Castle,7
Lawrence Music,2
Pet Stop,1
Signature Desserts,4
Homecraft True Value Building Center,2
Calabria's,5
Cibrone M & Sons Bakery,2
Steak 'n Shake,565
Gerber Collision & Glass,37
UPMC Center for Sports Medicine,2
The Salvation Army,33
Bruegger's Bagels & Jamba Juice,17
UPMC Shadyside,2
Omni William Penn Hotel,41
Ryan's Auto Glass,2
Brentwood Library,11
St Clair Hospital,3
Mexi-Casa,31
O'Leary's,12
Penn Station East Coast Subs,89
Brooks Brothers,7
The Red Ring Bar & Grille,9
Mellon Square,5
Altar Bar,11
GNC,49
Au Bon Pain,40
Society of St Vincent De Paul,12
Food For Thought Deli,9
Cherries Diner,7
Fredos Deli,4
Aerie,4
Trolley Barn Eatery,17
Dollar Tree Stores,40
Dollar Bank,2
Eat 'n Park Restaurants,4
Venice Pizzeria,3
Residences of South Hills - Greystar,1
